image_path,umap_x,umap_y,cluster
../data_2\102021985_NEG616063813472801324_102021985_NEG616063813472801324_sw_arcsinh_vis_only.jpg,-0.7411305,3.3080237,1
../data_2\102021986_NEG619535738476339304_102021986_NEG619535738476339304_sw_arcsinh_vis_only.jpg,-0.14357951,5.15242,1
../data_2\102021986_NEG621796804473410288_102021986_NEG621796804473410288_sw_arcsinh_vis_only.jpg,3.0597954,3.4319081,0
../data_2\102021987_NEG632575884473969454_102021987_NEG632575884473969454_sw_arcsinh_vis_only.jpg,-0.5579774,4.862947,1
../data_2\102021988_NEG636381546474267847_102021988_NEG636381546474267847_sw_arcsinh_vis_only.jpg,0.70267904,3.943197,1
../data_2\102021988_NEG637841878475955814_102021988_NEG637841878475955814_sw_arcsinh_vis_only.jpg,0.49498653,4.121929,1
../data_2\102021988_NEG640289253474412348_102021988_NEG640289253474412348_sw_arcsinh_vis_only.jpg,3.2636175,5.15262,0
../data_2\102021989_NEG644172618476134973_102021989_NEG644172618476134973_sw_arcsinh_vis_only.jpg,-1.6824498,3.9563317,1
../data_2\102021990_NEG651246796473086761_102021990_NEG651246796473086761_sw_arcsinh_vis_only.jpg,2.1074667,5.124961,0
../data_2\102022474_NEG591186165469192016_102022474_NEG591186165469192016_sw_arcsinh_vis_only.jpg,-1.2189676,5.236505,1
../data_2\102022477_NEG611759342471748630_102022477_NEG611759342471748630_sw_arcsinh_vis_only.jpg,-1.6169605,3.9237103,1
../data_2\102022477_NEG612993633468010321_102022477_NEG612993633468010321_sw_arcsinh_vis_only.jpg,0.18595757,4.7760053,1
../data_2\102022479_NEG621145334471255869_102022479_NEG621145334471255869_sw_arcsinh_vis_only.jpg,1.4103619,4.066936,1
../data_2\102022479_NEG623150693471748758_102022479_NEG623150693471748758_sw_arcsinh_vis_only.jpg,-1.7000769,4.7536044,1
../data_2\102022480_NEG630160205470193218_102022480_NEG630160205470193218_sw_arcsinh_vis_only.jpg,1.8344337,4.790205,0
../data_2\102022481_NEG641874067471349140_102022481_NEG641874067471349140_sw_arcsinh_vis_only.jpg,0.0070210947,2.4575162,1
../data_2\102022483_NEG653290299470260264_102022483_NEG653290299470260264_sw_arcsinh_vis_only.jpg,-0.29234424,2.4337587,1
../data_2\102022484_NEG657584203469449092_102022484_NEG657584203469449092_sw_arcsinh_vis_only.jpg,1.1510285,4.608298,1
../data_2\102022974_NEG610978759464405134_102022974_NEG610978759464405134_sw_arcsinh_vis_only.jpg,3.3987205,4.173512,0
../data_2\102022975_NEG617890913466103850_102022975_NEG617890913466103850_sw_arcsinh_vis_only.jpg,3.7634182,4.236321,0
../data_2\102022977_NEG631763965463618343_102022977_NEG631763965463618343_sw_arcsinh_vis_only.jpg,-0.6221888,3.3269503,1
../data_2\102022978_NEG639856435467273842_102022978_NEG639856435467273842_sw_arcsinh_vis_only.jpg,-0.035281647,5.5155025,1
../data_2\102022980_NEG657082285467450951_102022980_NEG657082285467450951_sw_arcsinh_vis_only.jpg,1.6858534,2.8775668,1
../data_2\102022980_NEG657553777465731159_102022980_NEG657553777465731159_sw_arcsinh_vis_only.jpg,-1.2987927,3.2332127,1
../data_2\102023476_NEG610025395461180513_102023476_NEG610025395461180513_sw_arcsinh_vis_only.jpg,-0.119888216,3.8274636,1
../data_2\102023478_NEG628457640459296313_102023478_NEG628457640459296313_sw_arcsinh_vis_only.jpg,0.3666425,3.4214573,1
../data_2\102023479_NEG631968882458727056_102023479_NEG631968882458727056_sw_arcsinh_vis_only.jpg,-1.4847566,4.124592,1
../data_2\102023479_NEG633382827461467539_102023479_NEG633382827461467539_sw_arcsinh_vis_only.jpg,0.3526144,4.463974,1
../data_2\102023480_NEG640021734460830824_102023480_NEG640021734460830824_sw_arcsinh_vis_only.jpg,-1.2156268,4.6715946,1
../data_2\102023480_NEG640270096460844048_102023480_NEG640270096460844048_sw_arcsinh_vis_only.jpg,2.4081254,3.8303912,0
../data_2\102023480_NEG642201006461096820_102023480_NEG642201006461096820_sw_arcsinh_vis_only.jpg,3.0473409,3.3807971,0
../data_2\102023481_NEG647245161459048846_102023481_NEG647245161459048846_sw_arcsinh_vis_only.jpg,-0.47604114,3.2199492,1
../data_2\102023482_NEG655179432459165110_102023482_NEG655179432459165110_sw_arcsinh_vis_only.jpg,2.6763005,3.1310015,0
../data_2\102023482_NEG657383017460972594_102023482_NEG657383017460972594_sw_arcsinh_vis_only.jpg,-1.0491589,4.534285,1
../data_2\102023984_NEG627804838454213106_102023984_NEG627804838454213106_sw_arcsinh_vis_only.jpg,0.2600705,2.8938208,1
../data_2\102023986_NEG643189719456460589_102023986_NEG643189719456460589_sw_arcsinh_vis_only.jpg,-0.69137025,3.1735418,1
../data_2\102041656_NEG523359673301396466_102041656_NEG523359673301396466_sw_arcsinh_vis_only.jpg,-1.113976,3.0713305,1
../data_2\102041657_NEG527330118300603942_102041657_NEG527330118300603942_sw_arcsinh_vis_only.jpg,-0.7058066,4.06209,1
../data_2\102041657_NEG527925237298894414_102041657_NEG527925237298894414_sw_arcsinh_vis_only.jpg,0.6179799,2.1883056,1
../data_2\102041657_NEG529209996299100136_102041657_NEG529209996299100136_sw_arcsinh_vis_only.jpg,2.9606,4.716585,0
../data_2\102042283_NEG518770667295125494_102042283_NEG518770667295125494_sw_arcsinh_vis_only.jpg,-0.54508805,4.5692167,1
../data_2\102042283_NEG520608563295081214_102042283_NEG520608563295081214_sw_arcsinh_vis_only.jpg,-0.066337265,4.5206594,1
../data_2\102042284_NEG523902104295926900_102042284_NEG523902104295926900_sw_arcsinh_vis_only.jpg,3.661786,4.1228714,0
../data_2\102042913_NEG515596854290228591_102042913_NEG515596854290228591_sw_arcsinh_vis_only.jpg,2.7583208,4.0740056,0
../data_2\102042913_NEG515847139291141021_102042913_NEG515847139291141021_sw_arcsinh_vis_only.jpg,-0.86610574,5.4241667,1
../data_2\102042914_NEG522625262291125533_102042914_NEG522625262291125533_sw_arcsinh_vis_only.jpg,-0.38205817,4.389925,1
../data_2\102042914_NEG523479785291521247_102042914_NEG523479785291521247_sw_arcsinh_vis_only.jpg,1.4896694,3.887709,1
../data_2\102042915_NEG527574180288799276_102042915_NEG527574180288799276_sw_arcsinh_vis_only.jpg,-0.853698,4.9297853,1
../data_2\102042915_NEG528545016288651034_102042915_NEG528545016288651034_sw_arcsinh_vis_only.jpg,2.085301,3.1832378,0
../data_2\102042916_NEG533251142291509670_102042916_NEG533251142291509670_sw_arcsinh_vis_only.jpg,2.551666,3.8302698,0
../data_2\102042917_NEG539279061291936993_102042917_NEG539279061291936993_sw_arcsinh_vis_only.jpg,1.5699764,4.1936307,1
../data_2\102042917_NEG540132584291926297_102042917_NEG540132584291926297_sw_arcsinh_vis_only.jpg,-1.4987793,3.8234494,1
../data_2\102042917_NEG540926519290733004_102042917_NEG540926519290733004_sw_arcsinh_vis_only.jpg,-1.1716669,3.1918836,1
../data_2\102042918_NEG544805259289548872_102042918_NEG544805259289548872_sw_arcsinh_vis_only.jpg,2.5733788,4.9290223,0
../data_2\102042919_NEG549525883291619345_102042919_NEG549525883291619345_sw_arcsinh_vis_only.jpg,-0.10312651,4.534371,1
../data_2\102042919_NEG550105155291238806_102042919_NEG550105155291238806_sw_arcsinh_vis_only.jpg,-0.77212226,3.7542,1
../data_2\102042919_NEG550683279289700727_102042919_NEG550683279289700727_sw_arcsinh_vis_only.jpg,0.061570663,2.898313,1
../data_2\102043549_NEG530257443283430270_102043549_NEG530257443283430270_sw_arcsinh_vis_only.jpg,-2.0004833,4.200008,1
../data_2\102043551_NEG542774461286906112_102043551_NEG542774461286906112_sw_arcsinh_vis_only.jpg,2.7794662,4.42478,0
../data_2\102043551_NEG544735665285502399_102043551_NEG544735665285502399_sw_arcsinh_vis_only.jpg,2.4226227,3.545276,0
../data_2\102043551_NEG546245791286829440_102043551_NEG546245791286829440_sw_arcsinh_vis_only.jpg,-1.6832206,3.4150364,1
../data_2\102043552_NEG548209510282510524_102043552_NEG548209510282510524_sw_arcsinh_vis_only.jpg,0.32874012,2.9478347,1
../data_2\102044182_NEG512061540278527911_102044182_NEG512061540278527911_sw_arcsinh_vis_only.jpg,-0.05982144,4.022252,1
../data_2\102044182_NEG514435270280350833_102044182_NEG514435270280350833_sw_arcsinh_vis_only.jpg,-0.45849848,4.5151505,1
../data_2\102044183_NEG515787441281897369_102044183_NEG515787441281897369_sw_arcsinh_vis_only.jpg,1.5708888,4.18626,1
../data_2\102044185_NEG529514172281460834_102044185_NEG529514172281460834_sw_arcsinh_vis_only.jpg,-0.94872314,4.210941,1
../data_2\102044186_NEG535621262280129063_102044186_NEG535621262280129063_sw_arcsinh_vis_only.jpg,2.5377185,5.365558,0
../data_2\102044187_NEG538533000282255459_102044187_NEG538533000282255459_sw_arcsinh_vis_only.jpg,0.46206143,4.2064586,1
../data_2\102044187_NEG538575988280255664_102044187_NEG538575988280255664_sw_arcsinh_vis_only.jpg,1.7337042,3.9703002,0
../data_2\102044188_NEG544517310278613198_102044188_NEG544517310278613198_sw_arcsinh_vis_only.jpg,2.863686,4.864479,0
../data_2\102044188_NEG548070624278595332_102044188_NEG548070624278595332_sw_arcsinh_vis_only.jpg,-0.04297908,4.937514,1
../data_2\102044821_NEG509449559274572380_102044821_NEG509449559274572380_sw_arcsinh_vis_only.jpg,0.06622003,4.826457,1
../data_2\102044823_NEG519310575275844311_102044823_NEG519310575275844311_sw_arcsinh_vis_only.jpg,3.449798,4.8031282,0
../data_2\102044823_NEG519633334274259646_102044823_NEG519633334274259646_sw_arcsinh_vis_only.jpg,0.14001466,4.2919827,1
../data_2\102044824_NEG525230483273308137_102044824_NEG525230483273308137_sw_arcsinh_vis_only.jpg,-0.5790546,2.8948731,1
../data_2\102044824_NEG528789191276364582_102044824_NEG528789191276364582_sw_arcsinh_vis_only.jpg,-1.3616009,3.6631958,1
../data_2\102044825_NEG534081174272937149_102044825_NEG534081174272937149_sw_arcsinh_vis_only.jpg,0.49681497,4.931649,1
../data_2\102044826_NEG537879168275630474_102044826_NEG537879168275630474_sw_arcsinh_vis_only.jpg,0.7223217,3.679027,1
../data_2\102044826_NEG537893681272621987_102044826_NEG537893681272621987_sw_arcsinh_vis_only.jpg,3.202686,5.5767274,0
../data_2\102045463_NEG510363299272415391_102045463_NEG510363299272415391_sw_arcsinh_vis_only.jpg,0.7321004,4.327936,1
../data_2\102045464_NEG514418387268262939_102045464_NEG514418387268262939_sw_arcsinh_vis_only.jpg,-0.7778598,3.076558,1
../data_2\102045464_NEG515803462270682480_102045464_NEG515803462270682480_sw_arcsinh_vis_only.jpg,-0.42952195,3.3961031,1
../data_2\102045467_NEG529760884271850076_102045467_NEG529760884271850076_sw_arcsinh_vis_only.jpg,-0.6602135,4.979151,1
../data_2\102045468_NEG534525411271636586_102045468_NEG534525411271636586_sw_arcsinh_vis_only.jpg,-0.8712457,3.2795537,1
../data_2\102045468_NEG535850797268396974_102045468_NEG535850797268396974_sw_arcsinh_vis_only.jpg,3.0699759,3.3544357,0
../data_2\102045468_NEG537581789271144818_102045468_NEG537581789271144818_sw_arcsinh_vis_only.jpg,1.6215298,3.3349173,0
../data_2\102045470_NEG546481364271947360_102045470_NEG546481364271947360_sw_arcsinh_vis_only.jpg,1.4249821,2.6542592,0
../data_2\102046111_NEG522631915266742195_102046111_NEG522631915266742195_sw_arcsinh_vis_only.jpg,-2.045646,3.9564483,1
../data_2\102046111_NEG524535231263409554_102046111_NEG524535231263409554_sw_arcsinh_vis_only.jpg,-0.5877445,2.5879395,1
../data_2\102046111_NEG525674252262710433_102046111_NEG525674252262710433_sw_arcsinh_vis_only.jpg,2.983022,4.7784853,0
../data_2\102046114_NEG537352034266671160_102046114_NEG537352034266671160_sw_arcsinh_vis_only.jpg,3.4595277,5.397102,0
../data_2\102046759_NEG522096295262136465_102046759_NEG522096295262136465_sw_arcsinh_vis_only.jpg,-0.111535594,3.0286899,1
../data_2\102157629_2659727733636823810_102157629_2659727733636823810_sw_arcsinh_vis_only.jpg,0.362873,4.749353,1
../data_2\102157630_2665772836637102014_102157630_2665772836637102014_sw_arcsinh_vis_only.jpg,2.912118,5.0870967,0
