image_path,umap_x,umap_y,cluster
../data\102019588_NEG581189290502362418_102019588_NEG581189290502362418_sw_mtf_vis_y.jpg,10.985124,10.300471,2
../data\102019588_NEG581189290502362418_102019588_NEG581189290502362418_sw_mtf_vis_y_j.jpg,-2.339345,4.6358585,1
../data\102019591_NEG601417531499600002_102019591_NEG601417531499600002_sw_arcsinh_vis_j.jpg,16.962286,-3.7720425,3
../data\102019591_NEG601417531499600002_102019591_NEG601417531499600002_sw_arcsinh_vis_only.jpg,12.823717,4.220153,4
../data\102019591_NEG601417531499600002_102019591_NEG601417531499600002_sw_arcsinh_vis_y.jpg,16.908623,-3.494977,3
../data\102019591_NEG601417531499600002_102019591_NEG601417531499600002_sw_arcsinh_vis_y_j.jpg,13.89235,-4.499351,3
../data\102019591_NEG601417531499600002_102019591_NEG601417531499600002_sw_mtf_vis_j.jpg,8.813929,10.826131,0
../data\102019591_NEG601417531499600002_102019591_NEG601417531499600002_sw_mtf_vis_only.jpg,9.040796,7.692496,4
../data\102019591_NEG601417531499600002_102019591_NEG601417531499600002_sw_mtf_vis_y.jpg,8.88023,10.74192,0
../data\102019591_NEG601417531499600002_102019591_NEG601417531499600002_sw_mtf_vis_y_j.jpg,-3.2383735,3.5923517,1
../data\102019592_NEG606434619500983922_102019592_NEG606434619500983922_sw_arcsinh_vis_j.jpg,16.130222,-2.9546452,3
../data\102019592_NEG606434619500983922_102019592_NEG606434619500983922_sw_arcsinh_vis_only.jpg,11.726973,4.4685545,4
../data\102019592_NEG606434619500983922_102019592_NEG606434619500983922_sw_arcsinh_vis_y.jpg,16.054066,-3.1923108,3
../data\102019592_NEG606434619500983922_102019592_NEG606434619500983922_sw_arcsinh_vis_y_j.jpg,14.040484,-3.2355053,3
../data\102019592_NEG606434619500983922_102019592_NEG606434619500983922_sw_mtf_vis_j.jpg,10.402806,10.385511,2
../data\102019592_NEG606434619500983922_102019592_NEG606434619500983922_sw_mtf_vis_only.jpg,9.869568,6.7726164,4
../data\102019592_NEG606434619500983922_102019592_NEG606434619500983922_sw_mtf_vis_y.jpg,10.527402,10.450622,2
../data\102019592_NEG606434619500983922_102019592_NEG606434619500983922_sw_mtf_vis_y_j.jpg,-2.341147,4.1488776,1
../data\102019593_NEG612269334502356628_102019593_NEG612269334502356628_sw_arcsinh_vis_j.jpg,17.060087,-4.9256577,3
../data\102019593_NEG612269334502356628_102019593_NEG612269334502356628_sw_arcsinh_vis_only.jpg,13.444227,4.1295204,4
../data\102019593_NEG612269334502356628_102019593_NEG612269334502356628_sw_arcsinh_vis_y.jpg,17.071238,-4.9381437,3
../data\102019593_NEG612269334502356628_102019593_NEG612269334502356628_sw_arcsinh_vis_y_j.jpg,14.028675,-5.224438,3
../data\102019593_NEG612269334502356628_102019593_NEG612269334502356628_sw_mtf_vis_j.jpg,7.817842,10.021929,0
../data\102019593_NEG612269334502356628_102019593_NEG612269334502356628_sw_mtf_vis_only.jpg,8.350187,7.981314,4
../data\102019593_NEG612269334502356628_102019593_NEG612269334502356628_sw_mtf_vis_y.jpg,7.705082,9.953478,0
../data\102019593_NEG612269334502356628_102019593_NEG612269334502356628_sw_mtf_vis_y_j.jpg,-3.3241436,3.8240376,1
../data\102019594_NEG620978815501656388_102019594_NEG620978815501656388_sw_arcsinh_vis_j.jpg,15.166424,-2.126009,3
../data\102019594_NEG620978815501656388_102019594_NEG620978815501656388_sw_arcsinh_vis_only.jpg,11.484529,4.576095,4
../data\102019594_NEG620978815501656388_102019594_NEG620978815501656388_sw_arcsinh_vis_y.jpg,14.979807,-2.0958226,3
../data\102019594_NEG620978815501656388_102019594_NEG620978815501656388_sw_arcsinh_vis_y_j.jpg,14.744707,-2.22291,3
../data\102019594_NEG620978815501656388_102019594_NEG620978815501656388_sw_mtf_vis_j.jpg,10.392676,9.692171,2
../data\102019594_NEG620978815501656388_102019594_NEG620978815501656388_sw_mtf_vis_only.jpg,10.528736,7.3945003,4
../data\102019594_NEG620978815501656388_102019594_NEG620978815501656388_sw_mtf_vis_y.jpg,10.568817,9.902015,2
../data\102019594_NEG620978815501656388_102019594_NEG620978815501656388_sw_mtf_vis_y_j.jpg,-2.5414503,4.621468,1
../data\102019595_NEG630246532498667881_102019595_NEG630246532498667881_sw_arcsinh_vis_j.jpg,16.454325,-2.8529394,3
../data\102019595_NEG630246532498667881_102019595_NEG630246532498667881_sw_arcsinh_vis_only.jpg,12.033076,4.0797057,3
../data\102019595_NEG630246532498667881_102019595_NEG630246532498667881_sw_arcsinh_vis_y.jpg,16.324236,-2.921685,3
../data\102019595_NEG630246532498667881_102019595_NEG630246532498667881_sw_arcsinh_vis_y_j.jpg,14.030208,-3.4382794,3
../data\102019595_NEG630246532498667881_102019595_NEG630246532498667881_sw_mtf_vis_j.jpg,9.921841,11.628538,0
../data\102019595_NEG630246532498667881_102019595_NEG630246532498667881_sw_mtf_vis_only.jpg,9.789777,7.1695905,4
../data\102019595_NEG630246532498667881_102019595_NEG630246532498667881_sw_mtf_vis_y.jpg,10.024749,11.599739,0
../data\102019595_NEG630246532498667881_102019595_NEG630246532498667881_sw_mtf_vis_y_j.jpg,-2.218273,4.0752826,1
../data\102020054_NEG556215936492901652_102020054_NEG556215936492901652_sw_arcsinh_vis_j.jpg,16.029978,-3.854861,3
../data\102020054_NEG556215936492901652_102020054_NEG556215936492901652_sw_arcsinh_vis_only.jpg,11.955925,4.3532662,4
../data\102020054_NEG556215936492901652_102020054_NEG556215936492901652_sw_arcsinh_vis_y.jpg,15.9252205,-3.9867287,3
../data\102020054_NEG556215936492901652_102020054_NEG556215936492901652_sw_arcsinh_vis_y_j.jpg,14.145721,-4.4877954,3
